0,-1,-1,2,3,-1,-1,7,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,14,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,12,-1,6,-1,-1,-1,-1,-1,-1,-1,11
-1,-1,0,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,10,13,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,5,-1,-1,-1,-1,7,-1,-1,-1,-1,6,-1,-1
2,-1,-1,0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,10,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,2,-1,-1,7
3,-1,-1,-1,0,-1,-1,15,-1,-1,4,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,10,-1,12,-1,-1,-1,-1,-1,12,-1,11,-1,6,-1,-1,-1,-1,7,-1,-1,5,-1,14,6,-1,9,-1,-1
-1,-1,13,-1,-1,0,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,13,15,6,-1,-1,-1,-1,9,-1,14,-1,-1,-1,-1,-1,-1,10,-1,7,-1,-1,-1,3
-1,-1,-1,-1,-1,-1,0,3,11,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1
7,-1,-1,-1,15,3,3,0,-1,-1,14,-1,9,-1,-1,5,-1,-1,3,-1,-1,-1,2,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,1,-1
10,-1,-1,-1,-1,-1,11,-1,0,14,-1,15,-1,-1,-1,-1,-1,14,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6,-1,2
-1,-1,-1,8,-1,-1,-1,-1,14,0,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,4,-1,-1,14,-1,-1,0,-1,-1,-1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,-1,14,-1,-1,-1,-1,14,-1,-1,-1,12,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,14,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1
-1,-1,-1,-1,-1,-1,-1,9,-1,13,-1,-1,0,5,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,-1,7,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,6,-1,4,-1,-1,-1,-1,1,-1,11,-1,5,-1,2,15
