0,-1,-1,-1,-1,-1,-1,13,-1,-1,11,-1,-1,5,-1,-1,11,-1,-1,-1,-1,-1,2,3,-1,3,-1,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,8,11,-1,-1,14,8,-1,-1,12,-1,-1,-1
-1,0,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,12,-1,-1,-1,15,1,-1,-1,-1,-1,-1,3,-1,-1,-1,1,-1,-1,3,-1,-1,-1,11,-1,-1,-1,5,-1,-1,-1
-1,-1,0,-1,-1,15,-1,15,-1,-1,3,-1,1,5,-1,-1,13,-1,9,-1,-1,-1,4,-1,-1,-1,-1,14,-1,-1,3,7,3,-1,-1,-1,-1,11,-1,15,-1,1,-1,-1,-1,9,-1,10,8,-1
-1,-1,-1,0,11,6,-1,6,-1,-1,14,-1,-1,-1,10,-1,15,15,-1,-1,-1,10,-1,-1,-1,1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,7,-1,-1,-1,7,-1,14,15,9,-1
-1,-1,-1,11,0,-1,10,-1,-1,9,-1,-1,-1,12,-1,-1,-1,-1,15,12,15,-1,5,9,-1,11,-1,15,-1,-1,6,-1,-1,-1,-1,2,6,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,12,9
-1,-1,15,6,-1,0,13,4,-1,-1,-1,9,7,-1,6,-1,-1,-1,9,8,1,-1,-1,5,8,-1,15,-1,11,9,-1,-1,-1,-1,5,-1,6,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1
-1,-1,-1,-1,10,13,0,10,10,-1,6,-1,6,-1,15,3,-1,2,9,-1,-1,-1,6,6,-1,-1,-1,12,-1,-1,-1,9,9,14,15,-1,15,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1
13,4,15,6,-1,4,10,0,7,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,12,-1,3,-1,9,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,7,-1
-1,-1,-1,-1,-1,-1,10,7,0,-1,8,5,8,-1,-1,-1,10,5,14,9,-1,-1,-1,-1,-1,-1,7,8,-1,-1,8,-1,-1,-1,-1,6,-1,4,5,-1,-1,10,-1,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,-1,-1,-1,-1,0,-1,-1,-1,8,-1,-1,-1,-1,-1,8,7,10,-1,15,2,-1,5,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
